condition,payer,payee,trial,amount_sat,started_utc,ended_utc,local_cli_elapsed_ms,htlc_elapsed_ms,status,fee_msat,attempts,hops,payment_hash,invoice_settled
chain-stopped,b,c,2,5000,2026-09-07T23:53:01.842238+00:00,2026-09-07T23:53:02.215495+00:00,373.221567,299.078182,SUCCEEDED,0,1,1,678857ba1afb0b7aec45042f7aac357c25cf7e6a4c1ad35920e134c3b9465686,True
chain-stopped,b,c,3,5000,2026-09-07T23:53:05.049545+00:00,2026-09-07T23:53:05.480964+00:00,431.384215,355.562446,SUCCEEDED,0,1,1,4227445b4105d7fafbf9bbe8d70cf61c1ee0ac973e545828da4f8f6914bd59bf,True
chain-stopped,b,c,4,5000,2026-09-07T23:53:08.352800+00:00,2026-09-07T23:53:08.656375+00:00,303.539967,219.962254,SUCCEEDED,0,1,1,9fc8a3a5a027549bbb39d34f3d7a9b9fe612e635ad23a18071d560d0645d6c19,True
chain-stopped,b,c,5,5000,2026-09-07T23:53:10.118180+00:00,2026-09-07T23:53:10.405745+00:00,287.53086,213.081235,SUCCEEDED,0,1,1,3e53051b4a91cd46e0b7c43f982d0c2eab2296dd99604eeb927ae4a050525697,True
chain-stopped,b,c,6,5000,2026-09-07T23:53:11.869152+00:00,2026-09-07T23:53:12.135718+00:00,266.531228,195.055781,SUCCEEDED,0,1,1,119ca3139f956bdf2bb02281607a63623b90c5d7b42e7c15262d21ff4a4ceb8b,True
chain-stopped,b,c,7,5000,2026-09-07T23:53:16.341560+00:00,2026-09-07T23:53:16.649936+00:00,308.340325,231.749002,SUCCEEDED,0,1,1,96c2481031557f47e885d5259d342b3cd7b184c5d3ea523cb4dea3ef4178fccf,True
chain-stopped,b,c,8,5000,2026-09-07T23:53:18.091229+00:00,2026-09-07T23:53:18.380448+00:00,289.185244,211.224405,SUCCEEDED,0,1,1,4b3f18124d3af5ae608e2907eeb27d87dcdc56977f7b67c79d3a545b418ab515,True
chain-stopped,b,c,9,5000,2026-09-07T23:53:19.812617+00:00,2026-09-07T23:53:20.100561+00:00,287.908414,210.654314,SUCCEEDED,0,1,1,659f64e6e03a7ef07063afe88151d5ccdd8692475595a50b563f304b75507288,True
chain-stopped,b,c,10,5000,2026-09-07T23:53:21.579432+00:00,2026-09-07T23:53:21.842675+00:00,263.207743,187.796006,SUCCEEDED,0,1,1,965df5d047e7e2f1153e8be4a35bf1b810053575648e56b47fa7f292c7591a7e,True
chain-stopped,b,c,11,5000,2026-09-07T23:53:25.949563+00:00,2026-09-07T23:53:26.223196+00:00,273.599037,198.380604,SUCCEEDED,0,1,1,d0e4f6ae027fd072a440bc778e2d8cb2faeea38cad125df875fd8f1edf53b13c,True
chain-stopped,b,c,12,5000,2026-09-07T23:53:27.715597+00:00,2026-09-07T23:53:28.008050+00:00,292.418085,210.881741,SUCCEEDED,0,1,1,bdd920a2baf0428f070038e7b5695b5e231a5629b34c60d02ba8f9c8de21b7fa,True
chain-stopped,b,c,13,5000,2026-09-07T23:53:29.443592+00:00,2026-09-07T23:53:29.727124+00:00,283.497217,211.113962,SUCCEEDED,0,1,1,624809fc964980bdf98f665ae0b986e07322021139daac9f9669996923f47ee0,True
chain-stopped,b,c,14,5000,2026-09-07T23:53:31.210811+00:00,2026-09-07T23:53:31.499046+00:00,288.200187,211.393981,SUCCEEDED,0,1,1,c4c734af7d78748d115bd9398e84515d0e321ae5e22f03ea138bb32b3722d846,True
chain-stopped,b,c,15,5000,2026-09-07T23:53:35.658382+00:00,2026-09-07T23:53:35.942405+00:00,283.987827,209.177097,SUCCEEDED,0,1,1,441538a8642ca931ca199c9bef1f661a0812fd097c90b93d876e4140835a625f,True
chain-stopped,b,c,16,5000,2026-09-07T23:53:37.354605+00:00,2026-09-07T23:53:37.647050+00:00,292.410585,218.434297,SUCCEEDED,0,1,1,b437c93f992adb5d807bda7cd1ea0fcc7d722dfa603218813c346308aa99a557,True
chain-stopped,b,c,17,5000,2026-09-07T23:53:39.122973+00:00,2026-09-07T23:53:39.691421+00:00,568.413208,417.997528,SUCCEEDED,0,1,1,a9cb49cfa33528416ddd86f72f701e2a08c1b55ff73c3fee8e05f3c5420a91d4,True
chain-stopped,b,c,18,5000,2026-09-07T23:53:41.175670+00:00,2026-09-07T23:53:41.450018+00:00,274.313035,201.842595,SUCCEEDED,0,1,1,a73de3c936e631905ee68c69fc7d51de65cf5173a3fa31fd41a821bc90a470ee,True
chain-stopped,b,c,19,5000,2026-09-07T23:53:45.573824+00:00,2026-09-07T23:53:45.871016+00:00,297.156833,216.402413,SUCCEEDED,0,1,1,17f4df89db59fc042e2d9af912adfc842d97569066df7afbcd734bf67d9e11a5,True
chain-stopped,b,c,20,5000,2026-09-07T23:53:47.398014+00:00,2026-09-07T23:53:47.697982+00:00,299.933104,225.112022,SUCCEEDED,0,1,1,9a296ed04c95a96cdfb7ea91e3bdb44061b2ed1f8f54e5d1d639f19bb02b01ec,True
chain-stopped,b,c,21,5000,2026-09-07T23:53:49.163839+00:00,2026-09-07T23:53:49.460217+00:00,296.343649,215.572489,SUCCEEDED,0,1,1,9ee437dfc59d2d3e3a4163d39f811a5793a8051d27a64d8134f349dfc41badae,True
chain-stopped,b,c,22,5000,2026-09-07T23:53:50.903852+00:00,2026-09-07T23:53:51.184044+00:00,280.15778,206.14853,SUCCEEDED,0,1,1,ecb1bbe95af3f9619ab35227b9527282408af1f6c8a46dad43b4b5150eda92bd,True
chain-stopped,b,c,23,5000,2026-09-07T23:53:55.377085+00:00,2026-09-07T23:53:55.651825+00:00,274.705186,201.239808,SUCCEEDED,0,1,1,b1a9ffd268ac7d9ddebacebbd48795391349e992e95a0a797fdfa0f56ec1b52e,True
chain-stopped,b,c,24,5000,2026-09-07T23:53:57.145122+00:00,2026-09-07T23:53:57.438983+00:00,293.825107,209.621133,SUCCEEDED,0,1,1,30eba72a5bfa8bf8f57e8a2540192e3bb5b80b03afbb24ed74a6df9d2bd580d2,True
chain-stopped,b,c,25,5000,2026-09-07T23:53:58.944237+00:00,2026-09-07T23:53:59.228631+00:00,284.35936,209.956539,SUCCEEDED,0,1,1,b7b086ed5994e81263d881cc39c5988ffea13ec58611455eaecd8fdaf1e77638,True
chain-stopped,b,c,26,5000,2026-09-07T23:54:00.782063+00:00,2026-09-07T23:54:01.085578+00:00,303.475558,222.085352,SUCCEEDED,0,1,1,cfa568d6454c4ccabef1141197bd9562139bd875c65fb3a9a55481493acac22d,True
chain-stopped,b,c,27,5000,2026-09-07T23:54:02.524120+00:00,2026-09-07T23:54:02.822924+00:00,298.769276,219.046474,SUCCEEDED,0,1,1,80020b216c39749ae5f0caa0817cbc242e06e091d89e760854fb9d4649465201,True
chain-stopped,b,c,28,5000,2026-09-07T23:54:07.020944+00:00,2026-09-07T23:54:07.293089+00:00,272.10962,196.948044,SUCCEEDED,0,1,1,fbced40393bef259b643e8a59d16bf2fae20f6ca43d50339b1f7f561a9ea422e,True
chain-stopped,b,c,29,5000,2026-09-07T23:54:08.742795+00:00,2026-09-07T23:54:09.075134+00:00,332.303615,254.838175,SUCCEEDED,0,1,1,897b92d2d06b5336d86746b98eb02beb90ed5704d80f50419dbb7a5cc32dbb00,True
chain-stopped,b,c,30,5000,2026-09-07T23:54:10.508714+00:00,2026-09-07T23:54:10.797603+00:00,288.8544,212.863771,SUCCEEDED,0,1,1,11a96418e70c5e7867f81c8dc3dd82c11074f981f99b5c69a907414fcb42b8b2,True
post-reboot-functional-check,b,c,1,1000,2026-09-08T00:12:11.665535+00:00,2026-09-08T00:12:11.996927+00:00,331.357716,239.286665,SUCCEEDED,0,1,1,00cd3ada9afe9461143fd063d783c74d15ce3756ef2a828a979c0e9cda7c228a,True
